%TITLE% 
LP  220712/1515   29.67,-95.059 
    LEVEL      HGHT     TEMP     DWPT    WDIR   WSPD 
---------------------------------------------------- 
%RAW% 
   1001.90,    107.0,   29.81,   21.24,   224,  3.7
    998.19,    139.0,   29.44,   21.53,   249,  5.0
    995.52,    162.0,   29.21,   21.10,   246,  5.4
    992.25,    192.0,   28.95,   20.80,   252,  5.2
    989.20,    218.0,   28.71,   20.81,   251,  5.9
    986.32,    247.0,   28.48,   20.70,   251,  5.5
    983.46,    273.0,   28.27,   20.63,   255,  6.3
    980.08,    306.0,   27.75,   20.91,   257,  5.8
    976.91,    333.0,   27.50,   21.02,   256,  5.9
    973.84,    360.0,   27.29,   21.10,   258,  5.9
    970.77,    388.0,   27.06,   21.05,   257,  5.4
    966.84,    423.0,   26.61,   20.94,   259,  5.6
    963.69,    453.0,   26.34,   21.03,   255,  5.3
    959.93,    490.0,   26.00,   21.01,   257,  5.5
    956.65,    522.0,   25.71,   21.01,   250,  4.8
    953.17,    555.0,   25.42,   20.95,   256,  5.6
    950.08,    582.0,   25.05,   20.91,   254,  4.9
    946.82,    613.0,   24.73,   20.95,   260,  5.5
    944.04,    637.0,   24.49,   20.96,   257,  4.8
    941.23,    664.0,   24.30,   20.87,   265,  5.0
    938.44,    691.0,   24.17,   20.76,   268,  5.2
    935.19,    722.0,   23.90,   20.66,   272,  4.7
    931.81,    754.0,   23.60,   20.54,   270,  5.3
    928.39,    787.0,   23.38,   20.60,   273,  4.7
    924.85,    820.0,   23.03,   20.35,   276,  4.8
    922.01,    846.0,   22.87,   20.02,   271,  5.1
    918.66,    878.0,   22.52,   19.87,   276,  5.0
    915.93,    906.0,   22.34,   19.84,   272,  5.2
    912.19,    942.0,   22.02,   19.93,   281,  5.2
    908.80,    974.0,   22.00,   20.34,   278,  5.3
    906.19,   1000.0,   21.53,   19.89,   285,  6.4
    903.49,   1022.0,   21.15,   19.36,   286,  6.1
    900.86,   1051.0,   20.36,   18.07,   286,  5.9
    898.77,   1071.0,   22.20,   15.05,   285,  6.2
    896.14,   1097.0,   23.89,   13.80,   274,  5.9
    892.95,   1127.0,   23.96,   11.58,   273,  6.0
    890.42,   1151.0,   23.76,   10.62,   264,  5.2
    888.07,   1175.0,   23.63,   10.36,   259,  5.2
    885.74,   1200.0,   23.48,   11.30,   260,  4.9
    882.98,   1224.0,   23.22,   11.55,   255,  4.1
    880.45,   1249.0,   23.04,   11.97,   261,  4.4
    878.22,   1273.0,   22.77,   13.01,   253,  3.2
    875.34,   1303.0,   22.67,   14.12,   265,  2.5
    872.82,   1327.0,   22.60,   14.44,   250,  2.2
    870.37,   1355.0,   22.47,   14.55,   247,  1.4
    867.43,   1382.0,   22.23,   14.66,   235,  1.6
    865.00,   1405.0,   22.09,   14.65,   208,  1.3
    862.84,   1428.0,   21.89,   14.46,   240,  0.7
    859.90,   1455.0,   21.66,   14.32,   234,  1.5
    857.54,   1480.0,   21.48,   14.20,   213,  1.5
    854.84,   1505.0,   21.28,   14.15,   243,  1.5
    852.49,   1529.0,   21.12,   14.12,   254,  1.7
