%TITLE% 
LP  220911/1101   29.67,-95.059 
    LEVEL      HGHT     TEMP     DWPT    WDIR   WSPD 
---------------------------------------------------- 
%RAW% 
   1006.92,     94.0,   26.07,   21.36,   302,  3.0
   1003.61,    123.0,   25.94,   20.75,   310,  3.7
   1000.52,    150.0,   25.92,   20.44,   309,  3.9
    997.28,    181.0,   25.84,   20.16,   305,  4.2
    994.68,    208.0,   25.69,   19.90,   304,  4.4
    991.10,    235.0,   25.57,   19.67,   302,  4.5
    987.83,    265.0,   25.39,   19.48,   302,  4.7
    984.52,    294.0,   25.19,   19.24,   300,  5.1
    981.33,    323.0,   24.98,   19.13,   295,  5.5
    977.72,    355.0,   24.80,   18.89,   295,  5.8
    974.72,    382.0,   24.61,   18.64,   291,  5.7
    971.64,    412.0,   24.41,   18.40,   291,  5.7
    968.25,    441.0,   24.28,   18.00,   290,  5.8
    965.11,    470.0,   24.08,   17.97,   290,  5.7
    962.07,    497.0,   23.99,   17.54,   289,  5.3
    959.05,    526.0,   23.95,   16.60,   284,  4.9
    955.86,    553.0,   23.72,   16.16,   288,  5.0
    952.69,    583.0,   23.50,   16.10,   287,  4.8
    949.84,    608.0,   23.35,   15.99,   285,  4.4
    946.74,    636.0,   23.11,   15.81,   282,  3.9
    943.68,    667.0,   22.89,   15.70,   282,  3.4
    940.39,    697.0,   22.66,   15.70,   287,  3.2
    937.20,    727.0,   22.45,   15.41,   290,  2.8
    934.22,    754.0,   22.21,   15.23,   286,  2.5
    928.12,    810.0,   21.70,   15.10,   297,  2.1
    925.24,    838.0,   21.43,   15.01,   295,  2.1
    922.28,    867.0,   21.22,   14.99,   297,  1.9
    919.13,    898.0,   21.01,   14.95,   307,  1.7
    915.54,    930.0,   20.88,   14.58,   293,  1.0
    912.39,    960.0,   20.75,   14.22,   281,  0.8
    909.31,    991.0,   20.68,   13.71,   296,  0.6
    906.24,   1019.0,   20.57,   13.48,   262,  0.6
    903.28,   1048.0,   20.39,   13.38,   287,  0.3
    900.19,   1077.0,   20.11,   13.28,    73,  0.0
    897.26,   1105.0,   19.85,   13.18,   133,  0.1
    894.25,   1134.0,   19.52,   13.03,   337,  0.3
    891.37,   1162.0,   19.33,   13.03,   342,  0.7
    888.54,   1191.0,   19.08,   12.97,   354,  0.8
    885.57,   1221.0,   18.83,   12.92,   357,  1.2
    882.62,   1249.0,   18.51,   12.79,     7,  1.4
    879.66,   1277.0,   18.36,   12.78,     1,  1.7
    876.46,   1309.0,   18.10,   12.68,     0,  2.1
    873.51,   1338.0,   17.83,   12.57,     1,  2.5
    870.07,   1372.0,   17.62,   12.45,     3,  2.8
    866.89,   1402.0,   17.37,   12.30,     7,  3.1
    864.00,   1432.0,   17.07,   12.11,     6,  3.6
    861.26,   1459.0,   16.91,   12.11,     9,  4.1
    858.51,   1486.0,   16.68,   12.13,     9,  4.2
    855.46,   1516.0,   16.46,   12.18,    15,  4.6
    852.65,   1546.0,   16.29,   12.20,    15,  4.9
    849.83,   1573.0,   16.11,   11.98,    13,  5.4
    847.05,   1602.0,   15.98,   11.84,    13,  5.8
    844.04,   1631.0,   15.84,   11.82,    14,  6.0
    838.47,   1689.0,   16.06,    9.96,    16,  6.8
    835.51,   1719.0,   15.91,    8.98,    16,  6.9
    832.66,   1749.0,   16.03,    7.83,    18,  7.0
    829.65,   1780.0,   15.80,    7.44,    21,  7.3
    826.81,   1808.0,   15.50,    7.48,    22,  7.2
    824.13,   1836.0,   15.16,    7.82,    21,  7.3
    821.45,   1865.0,   14.90,    8.14,    21,  7.5
    818.52,   1895.0,   14.63,    8.18,    23,  7.7
    815.90,   1923.0,   14.34,    8.34,    24,  8.1
