%TITLE% 
LP  220809/1500   29.67,-95.059 
    LEVEL      HGHT     TEMP     DWPT    WDIR   WSPD 
---------------------------------------------------- 
%RAW% 
   1011.61,     70.0,   29.63,   20.69,    49,  2.1
   1009.74,     88.0,   29.42,   20.82,    63,  2.6
   1007.81,    105.0,   29.23,   21.02,    90,  2.6
   1005.51,    125.0,   29.02,   21.06,   108,  2.5
   1004.24,    138.0,   28.91,   21.21,   121,  2.8
   1002.60,    155.0,   28.72,   21.08,   125,  2.7
   1000.37,    173.0,   28.57,   20.87,   122,  2.6
    998.71,    190.0,   28.43,   20.94,   129,  3.1
    997.22,    201.0,   28.31,   20.93,   133,  3.3
    995.95,    212.0,   28.20,   21.07,   134,  3.4
    994.35,    227.0,   28.04,   21.05,   139,  3.3
    992.68,    243.0,   27.83,   21.04,   145,  3.3
    991.33,    256.0,   27.65,   20.99,   156,  3.2
    989.56,    273.0,   27.49,   20.96,   157,  2.9
    988.09,    285.0,   27.36,   21.10,   157,  2.3
    986.36,    300.0,   27.21,   21.10,   152,  2.0
    984.92,    313.0,   27.06,   21.07,   133,  1.6
    983.30,    328.0,   27.04,   21.10,   117,  1.5
    981.41,    343.0,   26.82,   20.91,   106,  2.0
    979.15,    364.0,   26.69,   20.60,   111,  2.2
    977.28,    382.0,   26.55,   20.44,   121,  2.0
    975.06,    400.0,   26.35,   20.41,   119,  2.3
    973.18,    418.0,   26.19,   20.51,   114,  2.1
    970.61,    440.0,   25.93,   20.54,   126,  2.2
    969.18,    453.0,   25.79,   20.58,   138,  2.0
    967.33,    471.0,   25.61,   20.50,   141,  1.9
    965.91,    484.0,   25.51,   20.36,   145,  2.1
    964.42,    498.0,   25.34,   20.55,   155,  2.4
    962.62,    515.0,   25.09,   20.93,   158,  2.9
    961.02,    529.0,   24.91,   20.90,   148,  2.7
    959.49,    544.0,   24.84,   20.85,   143,  2.8
    957.37,    565.0,   24.63,   20.75,   144,  2.8
    955.38,    584.0,   24.58,   20.43,   143,  2.9
    952.79,    607.0,   24.26,   20.71,   135,  2.8
    950.94,    623.0,   24.15,   20.65,   139,  3.0
    949.25,    640.0,   23.94,   20.40,   151,  2.8
    946.79,    664.0,   23.91,   19.82,   155,  2.8
    944.52,    684.0,   23.72,   19.78,   145,  2.8
    942.67,    700.0,   23.56,   19.62,   141,  3.0
    940.85,    716.0,   23.42,   19.61,   148,  3.2
    939.61,    728.0,   23.33,   19.50,   149,  2.9
    938.34,    740.0,   23.31,   19.01,   139,  2.9
    937.24,    751.0,   23.39,   18.71,   149,  3.2
    936.16,    762.0,   23.23,   18.72,   154,  3.4
    934.76,    775.0,   23.13,   18.58,   160,  3.0
    933.51,    787.0,   23.09,   18.40,   156,  2.8
    932.24,    798.0,   23.08,   18.34,   153,  2.6
    930.66,    816.0,   22.93,   18.33,   155,  2.5
    929.01,    830.0,   22.74,   18.41,   141,  2.5
    926.99,    849.0,   22.60,   18.51,   140,  2.8
    925.45,    862.0,   22.45,   18.52,   140,  3.3
    923.94,    876.0,   22.33,   18.41,   139,  3.5
    922.43,    889.0,   22.22,   18.40,   132,  3.8
    921.23,    901.0,   22.18,   18.14,   130,  3.8
    920.08,    911.0,   22.11,   18.18,   128,  3.9
    918.82,    924.0,   21.93,   18.21,   123,  3.8
    917.44,    937.0,   21.92,   18.00,   118,  3.8
    916.28,    949.0,   21.63,   18.29,   115,  4.0
    915.06,    960.0,   21.63,   18.10,   116,  4.2
    913.65,    973.0,   21.63,   17.84,   120,  4.7
    912.37,    983.0,   21.48,   17.91,   126,  4.7
    911.14,    996.0,   21.42,   17.75,   133,  4.6
