time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-07-29 05:29:00,2022-07-29,2022-07-29 05:29:00,1015.0,0,27.8,0,24.66,0,1.8,0,204.0,0,83.0,0,0.7321257,0,1.6443819,0,,0.0,0,29.67,-95.06,7.4
2022-07-29 05:29:01,2022-07-29,2022-07-29 05:29:01,1014.7,0,28.24,0,24.71,0,1.7,0,190.0,0,81.13,0,0.295202,0,1.6741732,0,,2.2,0,29.670015,-95.05999,10.0
2022-07-29 05:29:02,2022-07-29,2022-07-29 05:29:02,1013.97,0,28.26,0,24.73,0,1.8,0,188.0,0,81.09,0,0.2505116,0,1.7824825,0,,6.5,0,29.67003,-95.05999,16.5
2022-07-29 05:29:03,2022-07-29,2022-07-29 05:29:03,1013.28,0,28.29,0,24.7,0,2.0,0,187.0,0,80.82,0,0.24373843,0,1.9850923,0,,6.1,0,29.670048,-95.05999,22.6
2022-07-29 05:29:04,2022-07-29,2022-07-29 05:29:04,1012.25,0,28.24,0,24.56,0,2.2,0,187.0,0,80.43,0,0.26811227,0,2.1836016,0,,9.0,0,29.670067,-95.05999,31.6
2022-07-29 05:29:05,2022-07-29,2022-07-29 05:29:05,1011.51,0,28.16,0,24.41,0,2.4,0,187.0,0,80.04,0,0.29248613,0,2.3821108,0,,6.5,0,29.670088,-95.05999,38.1
2022-07-29 05:29:06,2022-07-29,2022-07-29 05:29:06,1011.04,0,28.14,0,24.31,0,2.6,0,187.0,0,79.69,0,0.31685996,0,2.58062,0,,4.2,0,29.67011,-95.05999,42.3
2022-07-29 05:29:07,2022-07-29,2022-07-29 05:29:07,1010.38,0,28.15,0,24.25,0,2.8,0,187.0,0,79.34,0,0.3412338,0,2.7791293,0,,5.8,0,29.670135,-95.05999,48.1
2022-07-29 05:29:08,2022-07-29,2022-07-29 05:29:08,1009.72,0,28.16,0,24.22,0,3.0,0,187.0,0,79.17,0,0.36560765,0,2.9776385,0,,5.8,0,29.670162,-95.05999,53.9
2022-07-29 05:29:09,2022-07-29,2022-07-29 05:29:09,1009.06,0,28.12,0,24.18,0,3.2,0,186.0,0,79.14,0,0.33449098,0,3.18247,0,,5.9,0,29.67019,-95.05999,59.8
2022-07-29 05:29:10,2022-07-29,2022-07-29 05:29:10,1008.38,0,28.07,0,24.15,0,3.4,0,186.0,0,79.24,0,0.3553967,0,3.3813746,0,,6.0,0,29.67022,-95.05999,65.8
2022-07-29 05:29:11,2022-07-29,2022-07-29 05:29:11,1007.69,0,28.03,0,24.12,0,3.6,0,185.0,0,79.3,0,0.3137609,0,3.5863008,0,,6.1,0,29.67025,-95.05999,71.8
2022-07-29 05:29:12,2022-07-29,2022-07-29 05:29:12,1006.99,0,28.01,0,24.09,0,3.8,0,185.0,0,79.2,0,0.33119208,0,3.7855399,0,,6.2,0,29.670282,-95.05999,78.1
2022-07-29 05:29:13,2022-07-29,2022-07-29 05:29:13,1006.27,0,28.0,0,24.02,0,4.0,0,185.0,0,78.96,0,0.34862325,0,3.984779,0,,6.4,0,29.670317,-95.05999,84.5
2022-07-29 05:29:14,2022-07-29,2022-07-29 05:29:14,1005.53,0,28.06,0,23.99,0,4.2,0,184.0,0,78.53,0,0.2929769,0,4.189769,0,,6.5,0,29.670353,-95.05999,91.0
2022-07-29 05:29:15,2022-07-29,2022-07-29 05:29:15,1004.79,0,28.12,0,23.95,0,4.4,0,184.0,0,78.08,0,0.3069282,0,4.3892817,0,,6.6,0,29.670391,-95.05999,97.6
2022-07-29 05:29:16,2022-07-29,2022-07-29 05:29:16,1004.05,0,28.09,0,23.92,0,4.6,0,184.0,0,78.03,0,0.32087946,0,4.5887947,0,,6.6,0,29.670431,-95.05999,104.1
2022-07-29 05:29:17,2022-07-29,2022-07-29 05:29:17,1003.32,0,28.0,0,23.88,0,4.8,0,184.0,0,78.29,0,0.33483076,0,4.7883077,0,,6.5,0,29.670473,-95.05999,110.6
2022-07-29 05:29:18,2022-07-29,2022-07-29 05:29:18,1002.6,0,27.94,0,23.89,0,4.9,0,183.0,0,78.62,0,0.25644633,0,4.893285,0,,6.3,0,29.670517,-95.05999,117.0
2022-07-29 05:29:19,2022-07-29,2022-07-29 05:29:19,1001.91,0,27.86,0,23.91,0,5.1,0,183.0,0,79.04,0,0.26691353,0,5.0930104,0,,6.2,0,29.670563,-95.05999,123.2
2022-07-29 05:29:20,2022-07-29,2022-07-29 05:29:20,1001.22,0,27.78,0,23.89,0,5.3,0,183.0,0,79.31,0,0.27738073,0,5.2927365,0,,6.1,0,29.670609,-95.05999,129.3
2022-07-29 05:29:21,2022-07-29,2022-07-29 05:29:21,1000.55,0,27.74,0,23.88,0,5.4,0,183.0,0,79.48,0,0.28261432,0,5.3925996,0,,6.0,0,29.670656,-95.05999,135.3
2022-07-29 05:29:22,2022-07-29,2022-07-29 05:29:22,999.89,0,27.69,0,23.86,0,5.6,0,183.0,0,79.61,0,0.29308152,0,5.592325,0,,5.9,0,29.670706,-95.05999,141.2
2022-07-29 05:29:23,2022-07-29,2022-07-29 05:29:23,999.24,0,27.63,0,23.81,0,5.7,0,183.0,0,79.64,0,0.2983151,0,5.6921883,0,,5.8,0,29.670757,-95.05999,147.0
2022-07-29 05:29:24,2022-07-29,2022-07-29 05:29:24,998.6,0,27.59,0,23.78,0,5.8,0,182.0,0,79.71,0,0.20241645,0,5.796467,0,,5.7,0,29.670809,-95.05999,152.6
2022-07-29 05:29:25,2022-07-29,2022-07-29 05:29:25,997.98,0,27.53,0,23.76,0,6.0,0,182.0,0,79.87,0,0.20939632,0,5.996345,0,,5.6,0,29.670862,-95.05999,158.2
2022-07-29 05:29:26,2022-07-29,2022-07-29 05:29:26,997.36,0,27.46,0,23.79,0,6.1,0,183.0,0,80.35,0,0.3192495,0,6.09164,0,,5.5,0,29.670918,-95.05999,163.7
2022-07-29 05:29:27,2022-07-29,2022-07-29 05:29:27,996.75,0,27.4,0,23.86,0,6.2,0,183.0,0,80.96,0,0.3244831,0,6.191503,0,,5.4,0,29.670973,-95.05999,169.1
2022-07-29 05:29:28,2022-07-29,2022-07-29 05:29:28,996.15,0,27.35,0,23.87,0,6.3,0,183.0,0,81.28,0,0.3297167,0,6.291366,0,,5.4,0,29.671028,-95.05999,174.5
2022-07-29 05:29:29,2022-07-29,2022-07-29 05:29:29,995.56,0,27.3,0,23.85,0,6.4,0,183.0,0,81.39,0,0.3349503,0,6.391229,0,,5.3,0,29.671085,-95.05999,179.8
2022-07-29 05:29:30,2022-07-29,2022-07-29 05:29:30,994.96,0,27.26,0,23.86,0,6.5,0,183.0,0,81.65,0,0.3401839,0,6.4910917,0,,5.3,0,29.671143,-95.05999,185.1
2022-07-29 05:29:31,2022-07-29,2022-07-29 05:29:31,994.37,0,27.23,0,23.86,0,6.6,0,183.0,0,81.82,0,0.3454175,0,6.590955,0,,5.3,0,29.671202,-95.05999,190.4
2022-07-29 05:29:32,2022-07-29,2022-07-29 05:29:32,993.77,0,27.18,0,23.83,0,6.7,0,183.0,0,81.85,0,0.3506511,0,6.690818,0,,5.4,0,29.67126,-95.05999,195.8
2022-07-29 05:29:33,2022-07-29,2022-07-29 05:29:33,993.15,0,27.14,0,23.79,0,6.8,0,184.0,0,81.88,0,0.47434357,0,6.783436,0,,5.5,0,29.671322,-95.05998,201.3
2022-07-29 05:29:34,2022-07-29,2022-07-29 05:29:34,992.53,0,27.11,0,23.76,0,6.8,0,184.0,0,81.88,0,0.47434357,0,6.783436,0,,5.6,0,29.671383,-95.059975,206.9
2022-07-29 05:29:35,2022-07-29,2022-07-29 05:29:35,991.88,0,27.07,0,23.72,0,6.9,0,184.0,0,81.87,0,0.4813192,0,6.883192,0,,5.8,0,29.671444,-95.05997,212.7
2022-07-29 05:29:36,2022-07-29,2022-07-29 05:29:36,991.22,0,27.0,0,23.69,0,7.0,0,184.0,0,82.03,0,0.48829484,0,6.9829483,0,,5.9,0,29.671507,-95.05996,218.6
2022-07-29 05:29:37,2022-07-29,2022-07-29 05:29:37,990.55,0,26.94,0,23.71,0,7.0,0,185.0,0,82.43,0,0.6100907,0,6.973363,0,,6.0,0,29.67157,-95.05995,224.6
2022-07-29 05:29:38,2022-07-29,2022-07-29 05:29:38,989.88,0,26.89,0,23.75,0,7.1,0,185.0,0,82.89,0,0.61880624,0,7.0729823,0,,6.0,0,29.671633,-95.059944,230.6
2022-07-29 05:29:39,2022-07-29,2022-07-29 05:29:39,989.22,0,26.82,0,23.75,0,7.2,0,185.0,0,83.24,0,0.6275218,0,7.1726017,0,,6.0,0,29.671698,-95.05994,236.5
2022-07-29 05:29:40,2022-07-29,2022-07-29 05:29:40,988.57,0,26.77,0,23.73,0,7.2,0,185.0,0,83.39,0,0.6275218,0,7.1726017,0,,5.8,0,29.671762,-95.05993,242.4
2022-07-29 05:29:41,2022-07-29,2022-07-29 05:29:41,987.94,0,26.72,0,23.73,0,7.3,0,185.0,0,83.63,0,0.63623744,0,7.2722216,0,,5.7,0,29.671827,-95.05992,248.0
2022-07-29 05:29:42,2022-07-29,2022-07-29 05:29:42,987.33,0,26.67,0,23.7,0,7.3,0,186.0,0,83.76,0,0.7630576,0,7.2600102,0,,5.5,0,29.671892,-95.05991,253.5
2022-07-29 05:29:43,2022-07-29,2022-07-29 05:29:43,986.73,0,26.64,0,23.67,0,7.4,0,186.0,0,83.75,0,0.7735104,0,7.3594623,0,,5.4,0,29.671957,-95.059906,258.9
2022-07-29 05:29:44,2022-07-29,2022-07-29 05:29:44,986.14,0,26.6,0,23.65,0,7.5,0,186.0,0,83.82,0,0.78396326,0,7.4589143,0,,5.3,0,29.672024,-95.0599,264.2
2022-07-29 05:29:45,2022-07-29,2022-07-29 05:29:45,985.56,0,26.53,0,23.67,0,7.5,0,186.0,0,84.26,0,0.78396326,0,7.4589143,0,,5.2,0,29.67209,-95.05989,269.4
2022-07-29 05:29:46,2022-07-29,2022-07-29 05:29:46,984.99,0,26.47,0,23.71,0,7.6,0,186.0,0,84.75,0,0.79441607,0,7.5583663,0,,5.2,0,29.672157,-95.05988,274.6
2022-07-29 05:29:47,2022-07-29,2022-07-29 05:29:47,984.41,0,26.43,0,23.71,0,7.6,0,186.0,0,84.96,0,0.79441607,0,7.5583663,0,,5.2,0,29.672226,-95.059875,279.8
2022-07-29 05:29:48,2022-07-29,2022-07-29 05:29:48,983.84,0,26.38,0,23.7,0,7.7,0,186.0,0,85.15,0,0.80486894,0,7.6578183,0,,5.2,0,29.672295,-95.05987,285.0
2022-07-29 05:29:49,2022-07-29,2022-07-29 05:29:49,983.26,0,26.34,0,23.71,0,7.7,0,186.0,0,85.43,0,0.80486894,0,7.6578183,0,,5.2,0,29.672363,-95.05986,290.2
