time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-08-08 20:30:00,2022-08-08,2022-08-08 20:30:00,1015.8,0,32.4,0,24.22,0,6.8,0,105.0,0,62.0,0,-6.568296,0,1.7599695,0,,0.0,0,29.67,-95.06,7.4
2022-08-08 20:30:01,2022-08-08,2022-08-08 20:30:01,1014.61,0,31.75,0,24.41,0,5.0,0,112.0,0,65.07,0,-4.635919,0,1.873033,0,,13.0,8,29.670017,-95.06006,18.0
2022-08-08 20:30:02,2022-08-08,2022-08-08 20:30:02,1014.09,0,31.49,0,23.94,0,4.5,0,117.0,0,64.2,0,-4.0095296,0,2.0429568,0,,4.6,8,29.670034,-95.060104,22.6
2022-08-08 20:30:03,2022-08-08,2022-08-08 20:30:03,1013.65,0,31.21,0,23.71,0,4.4,0,119.0,0,64.35,0,-3.848327,0,2.133162,0,,3.9,0,29.670053,-95.06014,26.5
2022-08-08 20:30:04,2022-08-08,2022-08-08 20:30:04,1013.03,0,30.92,0,23.58,0,4.7,0,119.0,0,64.93,0,-4.1107125,0,2.2786047,0,,5.5,0,29.670073,-95.06018,32.0
2022-08-08 20:30:05,2022-08-08,2022-08-08 20:30:05,1012.59,0,30.64,0,23.42,0,5.0,0,119.0,0,65.3,0,-4.373099,0,2.4240477,0,,3.9,0,29.670094,-95.06023,35.9
2022-08-08 20:30:06,2022-08-08,2022-08-08 20:30:06,1012.03,0,30.42,0,23.17,0,5.2,0,118.0,0,65.17,0,-4.591327,0,2.4412522,0,,5.0,0,29.670115,-95.06027,40.9
2022-08-08 20:30:07,2022-08-08,2022-08-08 20:30:07,1011.3,0,30.26,0,22.94,0,5.5,0,118.0,0,64.84,0,-4.8562117,0,2.5820937,0,,6.4,0,29.670137,-95.06032,47.3
2022-08-08 20:30:08,2022-08-08,2022-08-08 20:30:08,1010.7,0,30.23,0,22.81,0,5.7,0,118.0,0,64.44,0,-5.032801,0,2.675988,0,,5.3,0,29.67016,-95.06037,52.7
2022-08-08 20:30:09,2022-08-08,2022-08-08 20:30:09,1010.1,0,30.17,0,22.68,0,5.9,0,118.0,0,64.15,0,-5.2093906,0,2.7698824,0,,5.3,0,29.670185,-95.060425,58.0
2022-08-08 20:30:10,2022-08-08,2022-08-08 20:30:10,1009.5,0,30.11,0,22.51,0,6.1,0,119.0,0,63.73,0,-5.3351803,0,2.957338,0,,5.3,0,29.670212,-95.06048,63.3
2022-08-08 20:30:11,2022-08-08,2022-08-08 20:30:11,1008.92,0,30.13,0,22.09,0,6.2,0,119.0,0,62.02,0,-5.422642,0,3.005819,0,,5.2,0,29.670238,-95.06053,68.5
2022-08-08 20:30:12,2022-08-08,2022-08-08 20:30:12,1008.36,0,30.27,0,21.56,0,6.4,0,119.0,0,59.58,0,-5.5975666,0,3.102781,0,,5.0,0,29.670265,-95.060585,73.5
2022-08-08 20:30:13,2022-08-08,2022-08-08 20:30:13,1007.81,0,30.34,0,21.34,0,6.6,0,119.0,0,58.54,0,-5.77249,0,3.199743,0,,4.9,0,29.670294,-95.060646,78.4
2022-08-08 20:30:14,2022-08-08,2022-08-08 20:30:14,1007.27,0,30.32,0,21.38,0,6.7,0,120.0,0,58.77,0,-5.80237,0,3.3500001,0,,4.8,0,29.670322,-95.06071,83.2
2022-08-08 20:30:15,2022-08-08,2022-08-08 20:30:15,1006.74,0,30.28,0,21.5,0,6.8,0,120.0,0,59.35,0,-5.8889728,0,3.4000003,0,,4.7,0,29.670353,-95.06077,87.9
2022-08-08 20:30:16,2022-08-08,2022-08-08 20:30:16,1006.2,0,30.21,0,21.63,0,6.9,0,121.0,0,60.07,0,-5.9144545,0,3.5537624,0,,4.8,0,29.670383,-95.06083,92.7
2022-08-08 20:30:17,2022-08-08,2022-08-08 20:30:17,1005.66,0,30.11,0,21.66,0,7.0,0,121.0,0,60.5,0,-6.000171,0,3.6052663,0,,4.8,0,29.670416,-95.06089,97.5
