time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-08-17 23:29:00,2022-08-17,2022-08-17 23:29:00,1012.1,0,31.5,0,24.15,0,6.7,0,194.0,0,65.0,0,1.620876,0,6.5009813,0,,0.0,0,29.67,-95.06,7.4
2022-08-17 23:29:01,2022-08-17,2022-08-17 23:29:01,1011.05,0,31.35,0,23.73,0,4.1,0,198.0,0,63.93,0,1.2669696,0,3.8993316,0,,7.0,8,29.670048,-95.05998,16.7
2022-08-17 23:29:02,2022-08-17,2022-08-17 23:29:02,1010.4,0,31.35,0,23.62,0,3.9,0,199.0,0,63.47,0,1.2697154,0,3.6875226,0,,5.8,0,29.670082,-95.05997,22.5
2022-08-17 23:29:03,2022-08-17,2022-08-17 23:29:03,1009.61,0,31.32,0,23.5,0,4.1,0,198.0,0,63.13,0,1.2669696,0,3.8993316,0,,7.1,0,29.670116,-95.05995,29.6
2022-08-17 23:29:04,2022-08-17,2022-08-17 23:29:04,1008.87,0,31.25,0,23.33,0,4.5,0,197.0,0,62.75,0,1.315673,0,4.3033714,0,,6.6,0,29.670153,-95.05994,36.2
2022-08-17 23:29:05,2022-08-17,2022-08-17 23:29:05,1008.5,0,31.21,0,23.14,0,4.8,0,196.0,0,62.16,0,1.3230591,0,4.6140566,0,,3.3,0,29.670193,-95.05992,39.5
2022-08-17 23:29:06,2022-08-17,2022-08-17 23:29:06,1008.07,0,31.18,0,22.99,0,5.1,0,196.0,0,61.72,0,1.4057502,0,4.902435,0,,3.9,0,29.670235,-95.059906,43.3
2022-08-17 23:29:07,2022-08-17,2022-08-17 23:29:07,1007.55,0,31.15,0,22.96,0,5.4,0,195.0,0,61.69,0,1.3976231,0,5.2159996,0,,4.6,0,29.67028,-95.05989,47.9
2022-08-17 23:29:08,2022-08-17,2022-08-17 23:29:08,1007.04,0,31.12,0,23.02,0,5.7,0,195.0,0,62.03,0,1.4752687,0,5.505777,0,,4.6,0,29.670328,-95.059875,52.5
2022-08-17 23:29:09,2022-08-17,2022-08-17 23:29:09,1006.53,0,31.06,0,23.1,0,5.9,0,194.0,0,62.53,0,1.4273386,0,5.724745,0,,4.6,0,29.670378,-95.05986,57.1
2022-08-17 23:29:10,2022-08-17,2022-08-17 23:29:10,1006.02,0,30.99,0,23.13,0,6.2,0,194.0,0,62.9,0,1.4999151,0,6.0158334,0,,4.6,0,29.670431,-95.059845,61.7
2022-08-17 23:29:11,2022-08-17,2022-08-17 23:29:11,1005.49,0,30.94,0,23.1,0,6.4,0,194.0,0,62.99,0,1.5482996,0,6.2098927,0,,4.7,0,29.670486,-95.05983,66.4
2022-08-17 23:29:12,2022-08-17,2022-08-17 23:29:12,1004.95,0,30.89,0,23.08,0,6.7,0,194.0,0,63.05,0,1.620876,0,6.5009813,0,,4.8,0,29.670544,-95.059814,71.2
2022-08-17 23:29:13,2022-08-17,2022-08-17 23:29:13,1004.41,0,30.83,0,23.05,0,6.9,0,193.0,0,63.15,0,1.5521623,0,6.7231536,0,,4.9,0,29.670603,-95.0598,76.1
2022-08-17 23:29:14,2022-08-17,2022-08-17 23:29:14,1003.85,0,30.79,0,22.99,0,7.1,0,193.0,0,63.11,0,1.5971525,0,6.9180274,0,,5.0,0,29.670664,-95.059784,81.1
2022-08-17 23:29:15,2022-08-17,2022-08-17 23:29:15,1003.28,0,30.77,0,22.95,0,7.2,0,193.0,0,63.03,0,1.6196475,0,7.0154643,0,,5.1,0,29.670727,-95.05977,86.2
2022-08-17 23:29:16,2022-08-17,2022-08-17 23:29:16,1002.7,0,30.75,0,22.9,0,7.4,0,193.0,0,62.92,0,1.6646378,0,7.2103386,0,,5.2,0,29.670792,-95.05975,91.4
2022-08-17 23:29:17,2022-08-17,2022-08-17 23:29:17,1002.12,0,30.71,0,22.85,0,7.6,0,193.0,0,62.85,0,1.709628,0,7.4052124,0,,5.2,0,29.670856,-95.05974,96.5
2022-08-17 23:29:18,2022-08-17,2022-08-17 23:29:18,1001.55,0,30.67,0,22.82,0,7.7,0,193.0,0,62.89,0,1.732123,0,7.5026493,0,,5.2,0,29.670923,-95.05972,101.7
2022-08-17 23:29:19,2022-08-17,2022-08-17 23:29:19,1000.98,0,30.64,0,22.83,0,7.8,0,193.0,0,63.04,0,1.7546182,0,7.6000867,0,,5.1,0,29.670992,-95.05971,106.8
2022-08-17 23:29:20,2022-08-17,2022-08-17 23:29:20,1000.41,0,30.59,0,22.8,0,7.9,0,192.0,0,63.09,0,1.6425031,0,7.727366,0,,5.1,0,29.67106,-95.05969,111.9
2022-08-17 23:29:21,2022-08-17,2022-08-17 23:29:21,999.85,0,30.54,0,22.78,0,8.0,0,192.0,0,63.16,0,1.6632943,0,7.8251805,0,,5.0,0,29.671131,-95.05968,117.0
2022-08-17 23:29:22,2022-08-17,2022-08-17 23:29:22,999.29,0,30.49,0,22.76,0,8.1,0,192.0,0,63.29,0,1.6840855,0,7.9229956,0,,5.0,0,29.671202,-95.05966,122.0
2022-08-17 23:29:23,2022-08-17,2022-08-17 23:29:23,998.75,0,30.44,0,22.71,0,8.2,0,192.0,0,63.29,0,1.7048765,0,8.02081,0,,4.9,0,29.671274,-95.05965,126.9
2022-08-17 23:29:24,2022-08-17,2022-08-17 23:29:24,998.22,0,30.39,0,22.65,0,8.3,0,192.0,0,63.22,0,1.7256678,0,8.118625,0,,4.8,0,29.671347,-95.05963,131.7
2022-08-17 23:29:25,2022-08-17,2022-08-17 23:29:25,997.7,0,30.37,0,22.65,0,8.3,0,192.0,0,63.33,0,1.7256678,0,8.118625,0,,4.7,0,29.67142,-95.059616,136.3
2022-08-17 23:29:26,2022-08-17,2022-08-17 23:29:26,997.18,0,30.34,0,22.69,0,8.4,0,192.0,0,63.61,0,1.7464589,0,8.216439,0,,4.6,0,29.671494,-95.0596,140.9
2022-08-17 23:29:27,2022-08-17,2022-08-17 23:29:27,996.68,0,30.29,0,22.73,0,8.4,0,192.0,0,63.9,0,1.7464589,0,8.216439,0,,4.6,0,29.671568,-95.059586,145.5
2022-08-17 23:29:28,2022-08-17,2022-08-17 23:29:28,996.17,0,30.24,0,22.73,0,8.4,0,192.0,0,64.11,0,1.7464589,0,8.216439,0,,4.5,0,29.671642,-95.05957,150.1
2022-08-17 23:29:29,2022-08-17,2022-08-17 23:29:29,995.67,0,30.19,0,22.74,0,8.4,0,191.0,0,64.33,0,1.6027951,0,8.245668,0,,4.5,0,29.671717,-95.059555,154.6
2022-08-17 23:29:30,2022-08-17,2022-08-17 23:29:30,995.17,0,30.15,0,22.77,0,8.4,0,191.0,0,64.62,0,1.6027951,0,8.245668,0,,4.5,0,29.671791,-95.05954,159.1
2022-08-17 23:29:31,2022-08-17,2022-08-17 23:29:31,994.67,0,30.1,0,22.76,0,8.4,0,191.0,0,64.75,0,1.6027951,0,8.245668,0,,4.5,0,29.671865,-95.059525,163.6
2022-08-17 23:29:32,2022-08-17,2022-08-17 23:29:32,994.16,0,30.06,0,22.71,0,8.5,0,191.0,0,64.68,0,1.6218761,0,8.343831,0,,4.6,0,29.67194,-95.05951,168.2
2022-08-17 23:29:33,2022-08-17,2022-08-17 23:29:33,993.64,0,30.03,0,22.7,0,8.5,0,190.0,0,64.76,0,1.47601,0,8.370866,0,,4.7,0,29.672014,-95.059494,172.9
2022-08-17 23:29:34,2022-08-17,2022-08-17 23:29:34,993.11,0,29.99,0,22.75,0,8.4,0,190.0,0,65.13,0,1.4586451,0,8.272385,0,,4.8,0,29.672089,-95.05948,177.7
2022-08-17 23:29:35,2022-08-17,2022-08-17 23:29:35,992.56,0,29.93,0,22.79,0,8.4,0,190.0,0,65.5,0,1.4586451,0,8.272385,0,,5.0,0,29.672163,-95.05946,182.6
2022-08-17 23:29:36,2022-08-17,2022-08-17 23:29:36,992.0,0,29.87,0,22.84,0,8.4,0,190.0,0,65.92,0,1.4586451,0,8.272385,0,,5.1,0,29.672237,-95.05945,187.7
2022-08-17 23:29:37,2022-08-17,2022-08-17 23:29:37,991.42,0,29.81,0,22.87,0,8.4,0,189.0,0,66.29,0,1.3140488,0,8.296582,0,,5.2,0,29.672312,-95.05943,192.9
2022-08-17 23:29:38,2022-08-17,2022-08-17 23:29:38,990.84,0,29.76,0,22.86,0,8.4,0,189.0,0,66.44,0,1.3140488,0,8.296582,0,,5.3,0,29.672386,-95.05942,198.2
2022-08-17 23:29:39,2022-08-17,2022-08-17 23:29:39,990.25,0,29.7,0,22.86,0,8.4,0,189.0,0,66.65,0,1.3140488,0,8.296582,0,,5.3,0,29.67246,-95.0594,203.5
2022-08-17 23:29:40,2022-08-17,2022-08-17 23:29:40,989.66,0,29.65,0,22.85,0,8.4,0,188.0,0,66.79,0,1.1690542,0,8.318252,0,,5.3,0,29.672535,-95.05939,208.8
2022-08-17 23:29:41,2022-08-17,2022-08-17 23:29:41,989.07,0,29.61,0,22.79,0,8.4,0,188.0,0,66.71,0,1.1690542,0,8.318252,0,,5.3,0,29.67261,-95.05937,214.2
2022-08-17 23:29:42,2022-08-17,2022-08-17 23:29:42,988.48,0,29.56,0,22.76,0,8.3,0,187.0,0,66.8,0,1.0115145,0,8.238133,0,,5.3,0,29.672684,-95.059364,219.5
2022-08-17 23:29:43,2022-08-17,2022-08-17 23:29:43,987.89,0,29.51,0,22.77,0,8.3,0,187.0,0,67.03,0,1.0115145,0,8.238133,0,,5.3,0,29.672758,-95.05936,224.9
2022-08-17 23:29:44,2022-08-17,2022-08-17 23:29:44,987.3,0,29.46,0,22.81,0,8.3,0,187.0,0,67.36,0,1.0115145,0,8.238133,0,,5.4,0,29.672832,-95.05935,230.2
2022-08-17 23:29:45,2022-08-17,2022-08-17 23:29:45,986.71,0,29.4,0,22.85,0,8.3,0,186.0,0,67.75,0,0.867586,0,8.254532,0,,5.4,0,29.672907,-95.05934,235.6
