time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-09-07 05:30:00,2022-09-07,2022-09-07 05:30:00,1016.8,0,24.3,0,22.92,0,0.9,0,197.0,0,92.0,0,0.2631346,0,0.86067426,0,,0.0,0,29.67,-95.06,7.4
2022-09-07 05:30:01,2022-09-07,2022-09-07 05:30:01,1016.01,0,24.14,0,22.76,0,0.8,0,174.0,0,92.01,0,-0.0836228,0,0.7956175,0,,5.4,8,29.670008,-95.06,14.2
2022-09-07 05:30:02,2022-09-07,2022-09-07 05:30:02,1015.51,0,24.8,0,23.05,0,0.9,0,173.0,0,89.97,0,-0.10968235,0,0.89329153,0,,4.3,0,29.670015,-95.06,18.6
2022-09-07 05:30:03,2022-09-07,2022-09-07 05:30:03,1014.88,0,25.14,0,22.97,0,1.1,0,174.0,0,87.73,0,-0.11498135,0,1.0939741,0,,5.4,0,29.670025,-95.06,24.0
2022-09-07 05:30:04,2022-09-07,2022-09-07 05:30:04,1014.05,0,25.25,0,22.77,0,1.2,0,176.0,0,86.12,0,-0.083707765,0,1.1970769,0,,7.3,0,29.670034,-95.06,31.3
2022-09-07 05:30:05,2022-09-07,2022-09-07 05:30:05,1013.43,0,25.27,0,22.64,0,1.4,0,178.0,0,85.34,0,-0.048859227,0,1.3991472,0,,5.3,0,29.670046,-95.06,36.6
2022-09-07 05:30:06,2022-09-07,2022-09-07 05:30:06,1012.72,0,25.28,0,22.6,0,1.6,0,179.0,0,85.1,0,-0.027923934,0,1.5997564,0,,6.2,0,29.67006,-95.06,42.9
2022-09-07 05:30:07,2022-09-07,2022-09-07 05:30:07,1012.06,0,25.26,0,22.57,0,1.7,0,180.0,0,85.04,0,1.4861872e-07,0,1.7,0,,5.8,0,29.670074,-95.06,48.6
2022-09-07 05:30:08,2022-09-07,2022-09-07 05:30:08,1011.4,0,25.26,0,22.58,0,1.9,0,181.0,0,85.06,0,0.03315955,0,1.8997107,0,,5.7,0,29.67009,-95.06,54.3
2022-09-07 05:30:09,2022-09-07,2022-09-07 05:30:09,1010.76,0,25.24,0,22.57,0,2.0,0,182.0,0,85.13,0,0.069798775,0,1.9987817,0,,5.6,0,29.670107,-95.06,59.9
