time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-08-28 11:30:00,2022-08-28,2022-08-28 11:30:00,1010.3,0,26.4,0,24.45,0,2.1,0,156.0,0,89.0,0,-0.8541468,0,1.9184455,0,,0.0,0,29.67,-95.06,7.4
2022-08-28 11:30:01,2022-08-28,2022-08-28 11:30:01,1010.2,0,26.41,0,24.15,0,2.2,0,162.0,0,87.36,0,-0.67983747,0,2.0923243,0,,1.0,0,29.670017,-95.060005,8.3
2022-08-28 11:30:02,2022-08-28,2022-08-28 11:30:02,1009.44,0,27.09,0,24.21,0,2.4,0,164.0,0,84.24,0,-0.66152966,0,2.307028,0,,6.7,8,29.670036,-95.06001,15.0
2022-08-28 11:30:03,2022-08-28,2022-08-28 11:30:03,1008.45,0,27.46,0,24.18,0,2.6,0,164.0,0,82.3,0,-0.7166571,0,2.4992802,0,,8.7,0,29.670057,-95.06002,23.6
2022-08-28 11:30:04,2022-08-28,2022-08-28 11:30:04,1007.92,0,27.58,0,23.97,0,2.8,0,163.0,0,80.66,0,-0.8186411,0,2.677653,0,,4.7,0,29.67008,-95.06003,28.4
2022-08-28 11:30:05,2022-08-28,2022-08-28 11:30:05,1007.18,0,27.67,0,23.77,0,3.0,0,163.0,0,79.3,0,-0.8771155,0,2.8689141,0,,6.5,0,29.670105,-95.060036,34.8
2022-08-28 11:30:06,2022-08-28,2022-08-28 11:30:06,1006.43,0,27.83,0,23.72,0,3.2,0,162.0,0,78.3,0,-0.9888545,0,3.043381,0,,6.7,0,29.670132,-95.06004,41.6
2022-08-28 11:30:07,2022-08-28,2022-08-28 11:30:07,1005.76,0,27.84,0,23.6,0,3.4,0,161.0,0,77.69,0,-1.1069316,0,3.2147634,0,,5.9,0,29.67016,-95.06005,47.5
2022-08-28 11:30:08,2022-08-28,2022-08-28 11:30:08,1005.06,0,27.94,0,23.59,0,3.5,0,161.0,0,77.21,0,-1.1394883,0,3.309315,0,,6.2,0,29.670189,-95.06007,53.7
2022-08-28 11:30:09,2022-08-28,2022-08-28 11:30:09,1004.37,0,27.95,0,23.58,0,3.7,0,160.0,0,77.07,0,-1.2654748,0,3.4768627,0,,6.1,0,29.67022,-95.06008,59.8
