time,base_time,time_offset,pres,qc_pres,tdry,qc_tdry,dp,qc_dp,wspd,qc_wspd,deg,qc_deg,rh,qc_rh,u_wind,qc_u_wind,v_wind,qc_v_wind,wstat,asc,qc_asc,lat,lon,alt
2022-08-25 23:30:00,2022-08-25,2022-08-25 23:30:00,1011.7,0,30.7,0,23.65,0,3.1,0,182.0,0,66.0,0,0.10818809,0,3.0981114,0,,0.0,0,29.67,-95.06,7.4
2022-08-25 23:30:01,2022-08-25,2022-08-25 23:30:01,1011.26,0,30.21,0,22.83,0,1.5,0,189.0,0,64.61,0,0.23465157,0,1.4815326,0,,2.6,0,29.670021,-95.06,11.3
2022-08-25 23:30:02,2022-08-25,2022-08-25 23:30:02,1010.52,0,30.15,0,22.77,0,1.4,0,190.0,0,64.59,0,0.24310751,0,1.3787308,0,,6.6,0,29.670034,-95.06,17.8
2022-08-25 23:30:03,2022-08-25,2022-08-25 23:30:03,1009.94,0,30.15,0,22.83,0,1.5,0,189.0,0,64.81,0,0.23465157,0,1.4815326,0,,5.2,0,29.670048,-95.06,23.0
2022-08-25 23:30:04,2022-08-25,2022-08-25 23:30:04,1009.09,0,30.11,0,22.64,0,1.7,0,188.0,0,64.24,0,0.2365943,0,1.6834557,0,,7.5,0,29.670061,-95.06,30.6
2022-08-25 23:30:05,2022-08-25,2022-08-25 23:30:05,1008.43,0,30.05,0,22.25,0,1.8,0,187.0,0,62.95,0,0.21936458,0,1.7865831,0,,5.8,0,29.670076,-95.06,36.4
2022-08-25 23:30:06,2022-08-25,2022-08-25 23:30:06,1008.17,0,30.02,0,22.1,0,2.0,0,186.0,0,62.45,0,0.20905687,0,1.9890438,0,,2.3,0,29.670094,-95.06,38.7
2022-08-25 23:30:07,2022-08-25,2022-08-25 23:30:07,1007.63,0,29.95,0,22.15,0,2.1,0,185.0,0,62.92,0,0.1830272,0,2.0920088,0,,4.8,0,29.670113,-95.06,43.5
2022-08-25 23:30:08,2022-08-25,2022-08-25 23:30:08,1007.1,0,29.87,0,22.13,0,2.2,0,184.0,0,63.14,0,0.1534641,0,2.1946409,0,,4.7,0,29.670132,-95.06,48.3
2022-08-25 23:30:09,2022-08-25,2022-08-25 23:30:09,1006.57,0,29.86,0,22.05,0,2.4,0,183.0,0,62.89,0,0.12560637,0,2.3967109,0,,4.7,0,29.670153,-95.06,53.0
2022-08-25 23:30:10,2022-08-25,2022-08-25 23:30:10,1006.03,0,29.81,0,21.96,0,2.5,0,182.0,0,62.72,0,0.08724847,0,2.498477,0,,4.8,0,29.670176,-95.06,57.7
2022-08-25 23:30:11,2022-08-25,2022-08-25 23:30:11,1005.49,0,29.74,0,21.97,0,2.6,0,181.0,0,62.98,0,0.045376226,0,2.599604,0,,4.9,0,29.670198,-95.06,62.6
2022-08-25 23:30:12,2022-08-25,2022-08-25 23:30:12,1004.93,0,29.7,0,22.09,0,2.7,0,179.0,0,63.57,0,-0.04712164,0,2.6995888,0,,5.0,0,29.670221,-95.06,67.6
2022-08-25 23:30:13,2022-08-25,2022-08-25 23:30:13,1004.34,0,29.62,0,22.17,0,2.7,0,178.0,0,64.23,0,-0.09422851,0,2.6983552,0,,5.2,0,29.670246,-95.06,72.8
2022-08-25 23:30:14,2022-08-25,2022-08-25 23:30:14,1003.74,0,29.49,0,22.16,0,2.8,0,177.0,0,64.64,0,-0.14654094,0,2.7961626,0,,5.4,0,29.67027,-95.06,78.2
2022-08-25 23:30:15,2022-08-25,2022-08-25 23:30:15,1003.11,0,29.43,0,22.13,0,2.9,0,176.0,0,64.74,0,-0.20229377,0,2.8929358,0,,5.6,0,29.670296,-95.06,83.8
2022-08-25 23:30:16,2022-08-25,2022-08-25 23:30:16,1002.47,0,29.38,0,22.05,0,3.0,0,175.0,0,64.62,0,-0.26146764,0,2.988584,0,,5.7,0,29.670322,-95.06,89.5
2022-08-25 23:30:17,2022-08-25,2022-08-25 23:30:17,1001.83,0,29.33,0,21.96,0,3.0,0,174.0,0,64.43,0,-0.3135855,0,2.9835656,0,,5.8,0,29.67035,-95.06,95.3
2022-08-25 23:30:18,2022-08-25,2022-08-25 23:30:18,1001.18,0,29.3,0,21.9,0,3.1,0,173.0,0,64.35,0,-0.37779474,0,3.076893,0,,5.8,0,29.670376,-95.06,101.0
